depth,type,rich
3576,richness1d,2
3576,richness2d,1
3578,richness1d,2
3578,richness2d,1
3579,richness1d,2
3579,richness2d,2
3580,richness1d,2
3580,richness2d,2
3581,richness1d,2
3581,richness2d,1
3582,richness1d,2
3582,richness2d,2
3583,richness1d,2
3583,richness2d,1
3584,richness1d,2
3584,richness2d,1
3585,richness1d,2
3585,richness2d,1
3586,richness1d,2
3586,richness2d,1
3587,richness1d,2
3587,richness2d,1
3588,richness1d,2
3588,richness2d,1
3589,richness1d,2
3589,richness2d,1
3590,richness1d,2
3590,richness2d,1
3591,richness1d,2
3591,richness2d,1
3592,richness1d,2
3592,richness2d,1
3593,richness1d,2
3593,richness2d,1
3594,richness1d,2
3594,richness2d,1
3595,richness1d,2
3595,richness2d,1
3597,richness1d,2
3597,richness2d,1
3600,richness1d,2
3600,richness2d,1
3601,richness1d,2
3601,richness2d,1
3602,richness1d,2
3602,richness2d,0
3603,richness1d,2
3603,richness2d,1
3604,richness1d,2
3604,richness2d,1
3605,richness1d,2
3605,richness2d,1
3606,richness1d,2
3606,richness2d,1
3607,richness1d,2
3607,richness2d,1
3608,richness1d,2
3608,richness2d,1
3609,richness1d,2
3609,richness2d,0
3610,richness1d,2
3610,richness2d,2
3611,richness1d,2
3611,richness2d,1
3614,richness1d,2
3614,richness2d,1
3615,richness1d,2
3615,richness2d,0
3616,richness1d,2
3616,richness2d,1
3617,richness1d,2
3617,richness2d,1
3618,richness1d,2
3618,richness2d,1
3619,richness1d,2
3619,richness2d,1
3620,richness1d,2
3620,richness2d,1
3621,richness1d,2
3621,richness2d,2
3622,richness1d,2
3622,richness2d,1
3623,richness1d,2
3623,richness2d,2
3624,richness1d,2
3624,richness2d,1
3625,richness1d,2
3625,richness2d,1
3626,richness1d,2
3626,richness2d,1
3627,richness1d,2
3627,richness2d,1
3628,richness1d,2
3628,richness2d,1
3630,richness1d,2
3630,richness2d,1
3631,richness1d,2
3631,richness2d,1
3632,richness1d,2
3632,richness2d,1
3633,richness1d,2
3633,richness2d,1
3634,richness1d,2
3634,richness2d,2
3635,richness1d,2
3635,richness2d,2
3636,richness1d,2
3636,richness2d,2
3637,richness1d,2
3637,richness2d,1
3638,richness1d,2
3638,richness2d,1
3639,richness1d,2
3639,richness2d,1
3640,richness1d,2
3640,richness2d,1
3641,richness1d,2
3641,richness2d,1
3642,richness1d,2
3642,richness2d,1
3644,richness1d,2
3644,richness2d,2
3645,richness1d,2
3645,richness2d,2
3646,richness1d,2
3646,richness2d,0
3647,richness1d,2
3647,richness2d,1
3648,richness1d,2
3648,richness2d,2
3649,richness1d,2
3649,richness2d,1
3650,richness1d,2
3650,richness2d,1
3651,richness1d,2
3651,richness2d,2
3652,richness1d,2
3652,richness2d,2
3653,richness1d,2
3653,richness2d,1
3654,richness1d,2
3654,richness2d,2
3655,richness1d,2
3655,richness2d,2
3656,richness1d,2
3656,richness2d,1
3657,richness1d,2
3657,richness2d,2
3660,richness1d,2
3660,richness2d,2
3662,richness1d,2
3662,richness2d,0
3663,richness1d,2
3663,richness2d,2
3664,richness1d,2
3664,richness2d,0
3665,richness1d,2
3665,richness2d,1
3666,richness1d,2
3666,richness2d,1
3668,richness1d,2
3668,richness2d,1
3669,richness1d,2
3669,richness2d,1
3670,richness1d,2
3670,richness2d,1
3671,richness1d,2
3671,richness2d,1
3672,richness1d,2
3672,richness2d,1
3675,richness1d,2
3675,richness2d,2
3676,richness1d,2
3676,richness2d,2
3677,richness1d,2
3677,richness2d,1
3678,richness1d,2
3678,richness2d,1
3679,richness1d,2
3679,richness2d,2
3680,richness1d,2
3680,richness2d,1
3681,richness1d,2
3681,richness2d,1
3682,richness1d,2
3682,richness2d,1
3683,richness1d,2
3683,richness2d,1
3684,richness1d,2
3684,richness2d,2
3685,richness1d,2
3685,richness2d,1
3686,richness1d,2
3686,richness2d,2
3687,richness1d,2
3687,richness2d,1
3689,richness1d,2
3689,richness2d,1
3692,richness1d,2
3692,richness2d,1
3693,richness1d,2
3693,richness2d,2
3694,richness1d,2
3694,richness2d,1
3695,richness1d,2
3695,richness2d,1
3696,richness1d,2
3696,richness2d,1
3697,richness1d,2
3697,richness2d,1
3698,richness1d,2
3698,richness2d,1
3699,richness1d,2
3699,richness2d,1
3700,richness1d,2
3700,richness2d,1
3701,richness1d,2
3701,richness2d,1
3702,richness1d,2
3702,richness2d,1
3704,richness1d,2
3704,richness2d,1
3705,richness1d,2
3705,richness2d,1
3706,richness1d,2
3706,richness2d,2
3707,richness1d,2
3707,richness2d,1
3708,richness1d,2
3708,richness2d,2
3710,richness1d,2
3710,richness2d,2
3711,richness1d,2
3711,richness2d,1
3712,richness1d,2
3712,richness2d,1
3713,richness1d,2
3713,richness2d,2
3714,richness1d,2
3714,richness2d,1
3715,richness1d,2
3715,richness2d,1
3717,richness1d,2
3717,richness2d,1
3718,richness1d,2
3718,richness2d,2
3719,richness1d,2
3719,richness2d,2
3720,richness1d,2
3720,richness2d,1
3721,richness1d,2
3721,richness2d,2
3722,richness1d,2
3722,richness2d,1
3723,richness1d,2
3723,richness2d,1
3724,richness1d,2
3724,richness2d,1
3725,richness1d,2
3725,richness2d,2
3726,richness1d,2
3726,richness2d,2
3727,richness1d,2
3727,richness2d,2
3728,richness1d,2
3728,richness2d,1
3729,richness1d,2
3729,richness2d,1
3730,richness1d,2
3730,richness2d,2
3731,richness1d,2
3731,richness2d,1
3732,richness1d,2
3732,richness2d,2
3733,richness1d,2
3733,richness2d,1
3734,richness1d,2
3734,richness2d,2
3735,richness1d,2
3735,richness2d,1
3736,richness1d,2
3736,richness2d,2
3737,richness1d,2
3737,richness2d,0
3738,richness1d,2
3738,richness2d,1
3739,richness1d,2
3739,richness2d,0
3740,richness1d,2
3740,richness2d,2
3741,richness1d,2
3741,richness2d,2
3742,richness1d,2
3742,richness2d,1
3743,richness1d,2
3743,richness2d,1
3744,richness1d,2
3744,richness2d,1
3745,richness1d,2
3745,richness2d,2
3746,richness1d,2
3746,richness2d,1
3747,richness1d,2
3747,richness2d,2
3748,richness1d,2
3748,richness2d,1
3749,richness1d,2
3749,richness2d,0
3750,richness1d,2
3750,richness2d,0
3751,richness1d,2
3751,richness2d,1
3752,richness1d,2
3752,richness2d,1
3753,richness1d,2
3753,richness2d,1
3754,richness1d,2
3754,richness2d,0
3755,richness1d,2
3755,richness2d,1
3756,richness1d,2
3756,richness2d,1
3757,richness1d,2
3757,richness2d,1
3758,richness1d,2
3758,richness2d,2
3759,richness1d,2
3759,richness2d,1
3760,richness1d,2
3760,richness2d,1
3761,richness1d,2
3761,richness2d,2
3762,richness1d,2
3762,richness2d,1
3764,richness1d,2
3764,richness2d,2
3765,richness1d,2
3765,richness2d,1
3766,richness1d,2
3766,richness2d,1
3767,richness1d,2
3767,richness2d,1
3768,richness1d,2
3768,richness2d,1
3769,richness1d,2
3769,richness2d,1
3770,richness1d,2
3770,richness2d,1
3771,richness1d,2
3771,richness2d,1
3772,richness1d,2
3772,richness2d,2
3773,richness1d,2
3773,richness2d,1
3774,richness1d,2
3774,richness2d,1
3776,richness1d,2
3776,richness2d,1
3777,richness1d,2
3777,richness2d,1
3778,richness1d,2
3778,richness2d,1
3779,richness1d,2
3779,richness2d,1
3780,richness1d,2
3780,richness2d,2
3781,richness1d,2
3781,richness2d,2
3782,richness1d,2
3782,richness2d,2
3783,richness1d,2
3783,richness2d,2
3784,richness1d,2
3784,richness2d,2
3785,richness1d,2
3785,richness2d,1
3786,richness1d,2
3786,richness2d,1
3787,richness1d,2
3787,richness2d,2
3788,richness1d,2
3788,richness2d,1
3789,richness1d,2
3789,richness2d,2
3790,richness1d,2
3790,richness2d,2
3791,richness1d,2
3791,richness2d,1
3792,richness1d,2
3792,richness2d,1
3793,richness1d,2
3793,richness2d,0
3794,richness1d,2
3794,richness2d,1
3796,richness1d,2
3796,richness2d,1
3797,richness1d,2
3797,richness2d,1
3798,richness1d,2
3798,richness2d,1
3799,richness1d,2
3799,richness2d,1
3801,richness1d,2
3801,richness2d,1
3802,richness1d,2
3802,richness2d,1
3803,richness1d,2
3803,richness2d,1
3804,richness1d,2
3804,richness2d,2
3805,richness1d,2
3805,richness2d,0
3806,richness1d,2
3806,richness2d,1
3807,richness1d,2
3807,richness2d,2
3809,richness1d,2
3809,richness2d,1
3810,richness1d,2
3810,richness2d,0
3811,richness1d,2
3811,richness2d,1
3812,richness1d,2
3812,richness2d,2
3813,richness1d,2
3813,richness2d,1
3814,richness1d,2
3814,richness2d,1
3815,richness1d,2
3815,richness2d,1
3816,richness1d,2
3816,richness2d,1
3817,richness1d,2
3817,richness2d,1
3818,richness1d,2
3818,richness2d,1
3819,richness1d,2
3819,richness2d,2
3821,richness1d,2
3821,richness2d,2
3822,richness1d,2
3822,richness2d,1
3823,richness1d,2
3823,richness2d,2
3824,richness1d,2
3824,richness2d,1
3826,richness1d,2
3826,richness2d,1
3827,richness1d,2
3827,richness2d,1
3828,richness1d,2
3828,richness2d,1
3829,richness1d,2
3829,richness2d,1
3830,richness1d,2
3830,richness2d,1
3831,richness1d,2
3831,richness2d,1
3832,richness1d,2
3832,richness2d,1
3833,richness1d,2
3833,richness2d,1
3834,richness1d,2
3834,richness2d,2
3835,richness1d,2
3835,richness2d,1
3837,richness1d,2
3837,richness2d,1
3839,richness1d,2
3839,richness2d,1
3840,richness1d,2
3840,richness2d,1
3841,richness1d,2
3841,richness2d,1
3842,richness1d,2
3842,richness2d,1
3843,richness1d,2
3843,richness2d,1
3844,richness1d,2
3844,richness2d,2
3845,richness1d,2
3845,richness2d,1
3847,richness1d,2
3847,richness2d,2
3848,richness1d,2
3848,richness2d,2
3849,richness1d,2
3849,richness2d,1
3850,richness1d,3
3850,richness2d,2
3851,richness1d,3
3851,richness2d,3
3852,richness1d,3
3852,richness2d,2
3853,richness1d,3
3853,richness2d,2
3854,richness1d,3
3854,richness2d,1
3855,richness1d,3
3855,richness2d,1
3856,richness1d,3
3856,richness2d,2
3857,richness1d,3
3857,richness2d,3
3858,richness1d,3
3858,richness2d,2
3859,richness1d,3
3859,richness2d,3
3860,richness1d,3
3860,richness2d,2
3861,richness1d,3
3861,richness2d,1
3862,richness1d,3
3862,richness2d,1
3863,richness1d,3
3863,richness2d,2
3864,richness1d,3
3864,richness2d,2
3865,richness1d,3
3865,richness2d,0
3866,richness1d,3
3866,richness2d,1
3868,richness1d,3
3868,richness2d,2
3869,richness1d,3
3869,richness2d,1
3871,richness1d,3
3871,richness2d,2
3872,richness1d,3
3872,richness2d,2
3874,richness1d,3
3874,richness2d,2
3875,richness1d,3
3875,richness2d,3
3876,richness1d,3
3876,richness2d,1
3877,richness1d,3
3877,richness2d,2
3878,richness1d,3
3878,richness2d,2
3879,richness1d,3
3879,richness2d,1
3880,richness1d,3
3880,richness2d,3
3881,richness1d,3
3881,richness2d,2
3882,richness1d,3
3882,richness2d,1
3883,richness1d,3
3883,richness2d,1
3884,richness1d,3
3884,richness2d,2
3885,richness1d,3
3885,richness2d,1
3886,richness1d,3
3886,richness2d,1
3887,richness1d,3
3887,richness2d,2
3888,richness1d,3
3888,richness2d,2
3889,richness1d,3
3889,richness2d,1
3890,richness1d,3
3890,richness2d,0
3891,richness1d,3
3891,richness2d,2
3892,richness1d,3
3892,richness2d,1
3893,richness1d,3
3893,richness2d,2
3894,richness1d,3
3894,richness2d,2
3895,richness1d,3
3895,richness2d,2
3896,richness1d,3
3896,richness2d,1
3897,richness1d,3
3897,richness2d,2
3898,richness1d,3
3898,richness2d,1
3899,richness1d,3
3899,richness2d,1
3901,richness1d,3
3901,richness2d,1
3902,richness1d,3
3902,richness2d,2
3903,richness1d,3
3903,richness2d,1
3904,richness1d,3
3904,richness2d,2
3905,richness1d,3
3905,richness2d,2
3906,richness1d,3
3906,richness2d,2
3907,richness1d,3
3907,richness2d,2
3908,richness1d,3
3908,richness2d,1
3909,richness1d,3
3909,richness2d,2
3910,richness1d,3
3910,richness2d,1
3911,richness1d,3
3911,richness2d,1
3912,richness1d,3
3912,richness2d,1
3913,richness1d,3
3913,richness2d,2
3914,richness1d,3
3914,richness2d,0
3915,richness1d,3
3915,richness2d,1
3916,richness1d,3
3916,richness2d,2
3917,richness1d,3
3917,richness2d,1
3918,richness1d,3
3918,richness2d,2
3919,richness1d,3
3919,richness2d,3
3920,richness1d,3
3920,richness2d,2
3921,richness1d,3
3921,richness2d,1
3922,richness1d,3
3922,richness2d,2
3923,richness1d,3
3923,richness2d,2
3924,richness1d,3
3924,richness2d,2
3925,richness1d,3
3925,richness2d,2
3926,richness1d,3
3926,richness2d,1
3928,richness1d,3
3928,richness2d,1
3930,richness1d,3
3930,richness2d,0
3931,richness1d,3
3931,richness2d,2
3932,richness1d,3
3932,richness2d,2
3933,richness1d,3
3933,richness2d,1
3934,richness1d,3
3934,richness2d,2
3935,richness1d,3
3935,richness2d,2
3936,richness1d,3
3936,richness2d,2
3937,richness1d,3
3937,richness2d,2
3938,richness1d,3
3938,richness2d,3
3939,richness1d,3
3939,richness2d,3
3940,richness1d,3
3940,richness2d,3
3941,richness1d,3
3941,richness2d,2
3942,richness1d,3
3942,richness2d,1
3943,richness1d,3
3943,richness2d,1
3944,richness1d,3
3944,richness2d,1
3945,richness1d,3
3945,richness2d,1
3946,richness1d,3
3946,richness2d,2
3947,richness1d,3
3947,richness2d,2
3948,richness1d,3
3948,richness2d,1
3949,richness1d,3
3949,richness2d,2
3950,richness1d,3
3950,richness2d,2
3951,richness1d,3
3951,richness2d,1
3952,richness1d,3
3952,richness2d,1
3953,richness1d,3
3953,richness2d,1
3954,richness1d,3
3954,richness2d,2
3955,richness1d,3
3955,richness2d,2
3956,richness1d,3
3956,richness2d,1
3957,richness1d,3
3957,richness2d,2
3958,richness1d,3
3958,richness2d,3
3959,richness1d,3
3959,richness2d,2
3961,richness1d,3
3961,richness2d,1
3962,richness1d,3
3962,richness2d,3
3963,richness1d,3
3963,richness2d,1
3964,richness1d,3
3964,richness2d,3
3965,richness1d,3
3965,richness2d,2
3967,richness1d,3
3967,richness2d,1
3968,richness1d,3
3968,richness2d,2
3969,richness1d,3
3969,richness2d,2
3971,richness1d,3
3971,richness2d,2
3972,richness1d,3
3972,richness2d,3
3973,richness1d,3
3973,richness2d,2
3974,richness1d,3
3974,richness2d,2
3975,richness1d,3
3975,richness2d,3
3977,richness1d,3
3977,richness2d,1
3978,richness1d,3
3978,richness2d,3
3979,richness1d,3
3979,richness2d,3
3980,richness1d,3
3980,richness2d,2
3981,richness1d,3
3981,richness2d,1
3982,richness1d,3
3982,richness2d,1
3983,richness1d,3
3983,richness2d,2
3984,richness1d,3
3984,richness2d,1
3985,richness1d,3
3985,richness2d,2
3986,richness1d,3
3986,richness2d,2
3987,richness1d,3
3987,richness2d,1
3988,richness1d,3
3988,richness2d,1
3989,richness1d,3
3989,richness2d,3
3990,richness1d,3
3990,richness2d,2
3991,richness1d,3
3991,richness2d,2
3992,richness1d,3
3992,richness2d,2
3993,richness1d,3
3993,richness2d,2
3994,richness1d,3
3994,richness2d,2
3996,richness1d,3
3996,richness2d,2
3997,richness1d,3
3997,richness2d,1
3998,richness1d,3
3998,richness2d,2
3999,richness1d,3
3999,richness2d,2
4000,richness1d,3
4000,richness2d,1
4001,richness1d,3
4001,richness2d,2
4002,richness1d,3
4002,richness2d,2
4004,richness1d,3
4004,richness2d,1
4005,richness1d,3
4005,richness2d,1
4006,richness1d,3
4006,richness2d,2
4007,richness1d,3
4007,richness2d,2
4008,richness1d,3
4008,richness2d,2
4009,richness1d,3
4009,richness2d,2
4010,richness1d,3
4010,richness2d,2
4011,richness1d,3
4011,richness2d,0
4012,richness1d,3
4012,richness2d,3
4013,richness1d,3
4013,richness2d,1
4014,richness1d,3
4014,richness2d,2
4015,richness1d,3
4015,richness2d,1
4016,richness1d,3
4016,richness2d,2
4017,richness1d,3
4017,richness2d,2
4018,richness1d,3
4018,richness2d,1
4019,richness1d,3
4019,richness2d,1
4020,richness1d,3
4020,richness2d,1
4021,richness1d,3
4021,richness2d,1
4022,richness1d,3
4022,richness2d,3
4023,richness1d,3
4023,richness2d,1
4024,richness1d,3
4024,richness2d,3
4025,richness1d,3
4025,richness2d,1
4026,richness1d,3
4026,richness2d,2
4027,richness1d,3
4027,richness2d,0
4028,richness1d,3
4028,richness2d,1
4029,richness1d,3
4029,richness2d,2
4030,richness1d,3
4030,richness2d,1
4031,richness1d,3
4031,richness2d,1
4032,richness1d,3
4032,richness2d,2
4033,richness1d,3
4033,richness2d,2
4034,richness1d,3
4034,richness2d,2
4035,richness1d,3
4035,richness2d,2
4036,richness1d,3
4036,richness2d,2
4037,richness1d,3
4037,richness2d,1
4038,richness1d,3
4038,richness2d,1
4039,richness1d,3
4039,richness2d,2
4040,richness1d,3
4040,richness2d,2
4041,richness1d,3
4041,richness2d,2
4042,richness1d,3
4042,richness2d,1
4043,richness1d,3
4043,richness2d,2
4044,richness1d,3
4044,richness2d,2
4045,richness1d,3
4045,richness2d,2
4046,richness1d,3
4046,richness2d,2
4047,richness1d,3
4047,richness2d,2
4048,richness1d,3
4048,richness2d,3
4049,richness1d,3
4049,richness2d,3
4050,richness1d,3
4050,richness2d,1
4051,richness1d,3
4051,richness2d,2
4052,richness1d,3
4052,richness2d,3
4053,richness1d,3
4053,richness2d,3
4055,richness1d,3
4055,richness2d,3
4056,richness1d,3
4056,richness2d,3
4057,richness1d,3
4057,richness2d,2
4058,richness1d,3
4058,richness2d,1
4059,richness1d,3
4059,richness2d,2
4060,richness1d,3
4060,richness2d,2
4061,richness1d,3
4061,richness2d,2
4062,richness1d,3
4062,richness2d,3
4063,richness1d,3
4063,richness2d,1
4064,richness1d,3
4064,richness2d,1
4065,richness1d,3
4065,richness2d,1
4066,richness1d,3
4066,richness2d,2
4067,richness1d,3
4067,richness2d,1
4068,richness1d,3
4068,richness2d,3
4069,richness1d,3
4069,richness2d,1
4070,richness1d,3
4070,richness2d,2
4071,richness1d,3
4071,richness2d,1
4072,richness1d,3
4072,richness2d,1
4073,richness1d,3
4073,richness2d,3
4074,richness1d,3
4074,richness2d,2
4075,richness1d,3
4075,richness2d,1
4076,richness1d,3
4076,richness2d,0
4077,richness1d,3
4077,richness2d,2
4079,richness1d,3
4079,richness2d,1
4081,richness1d,3
4081,richness2d,1
4082,richness1d,3
4082,richness2d,1
4083,richness1d,3
4083,richness2d,2
4084,richness1d,3
4084,richness2d,1
4085,richness1d,3
4085,richness2d,2
4086,richness1d,3
4086,richness2d,0
4087,richness1d,3
4087,richness2d,2
4088,richness1d,3
4088,richness2d,2
4089,richness1d,3
4089,richness2d,2
4090,richness1d,3
4090,richness2d,2
4091,richness1d,3
4091,richness2d,2
4092,richness1d,3
4092,richness2d,2
4093,richness1d,3
4093,richness2d,1
4094,richness1d,3
4094,richness2d,2
4095,richness1d,3
4095,richness2d,3
4096,richness1d,3
4096,richness2d,2
4097,richness1d,3
4097,richness2d,2
4098,richness1d,3
4098,richness2d,1
4099,richness1d,3
4099,richness2d,2
4100,richness1d,3
4100,richness2d,2
4101,richness1d,3
4101,richness2d,2
4102,richness1d,3
4102,richness2d,2
4103,richness1d,3
4103,richness2d,2
4104,richness1d,3
4104,richness2d,2
4105,richness1d,3
4105,richness2d,2
4106,richness1d,3
4106,richness2d,2
4107,richness1d,3
4107,richness2d,3
4108,richness1d,3
4108,richness2d,1
4109,richness1d,3
4109,richness2d,2
4110,richness1d,3
4110,richness2d,1
4111,richness1d,3
4111,richness2d,2
4112,richness1d,3
4112,richness2d,2
4113,richness1d,3
4113,richness2d,2
4114,richness1d,3
4114,richness2d,2
4115,richness1d,3
4115,richness2d,1
4116,richness1d,3
4116,richness2d,2
4117,richness1d,3
4117,richness2d,1
4118,richness1d,3
4118,richness2d,2
4119,richness1d,3
4119,richness2d,2
4120,richness1d,3
4120,richness2d,3
4121,richness1d,3
4121,richness2d,2
4122,richness1d,3
4122,richness2d,2
4123,richness1d,3
4123,richness2d,2
4124,richness1d,3
4124,richness2d,2
4125,richness1d,3
4125,richness2d,2
4126,richness1d,3
4126,richness2d,2
4127,richness1d,3
4127,richness2d,2
4128,richness1d,3
4128,richness2d,2
4129,richness1d,3
4129,richness2d,2
4130,richness1d,3
4130,richness2d,2
4131,richness1d,3
4131,richness2d,1
4132,richness1d,3
4132,richness2d,1
4133,richness1d,3
4133,richness2d,2
4134,richness1d,3
4134,richness2d,0
4135,richness1d,3
4135,richness2d,1
4136,richness1d,3
4136,richness2d,0
4137,richness1d,3
4137,richness2d,1
4138,richness1d,3
4138,richness2d,2
4139,richness1d,3
4139,richness2d,1
4140,richness1d,3
4140,richness2d,2
4141,richness1d,3
4141,richness2d,2
4143,richness1d,3
4143,richness2d,1
4144,richness1d,3
4144,richness2d,2
4145,richness1d,3
4145,richness2d,1
4146,richness1d,3
4146,richness2d,2
4147,richness1d,3
4147,richness2d,1
4148,richness1d,3
4148,richness2d,1
4149,richness1d,3
4149,richness2d,2
4150,richness1d,3
4150,richness2d,1
4151,richness1d,3
4151,richness2d,1
4152,richness1d,3
4152,richness2d,2
4153,richness1d,3
4153,richness2d,2
4154,richness1d,3
4154,richness2d,1
4155,richness1d,3
4155,richness2d,2
4156,richness1d,3
4156,richness2d,2
4157,richness1d,3
4157,richness2d,2
4158,richness1d,3
4158,richness2d,2
4159,richness1d,3
4159,richness2d,2
4160,richness1d,3
4160,richness2d,1
4161,richness1d,3
4161,richness2d,1
4162,richness1d,3
4162,richness2d,2
4163,richness1d,3
4163,richness2d,1
4164,richness1d,3
4164,richness2d,1
4165,richness1d,3
4165,richness2d,1
4166,richness1d,3
4166,richness2d,2
4167,richness1d,3
4167,richness2d,2
4168,richness1d,3
4168,richness2d,2
4169,richness1d,3
4169,richness2d,1
4170,richness1d,3
4170,richness2d,1
4171,richness1d,3
4171,richness2d,2
4173,richness1d,3
4173,richness2d,1
4175,richness1d,3
4175,richness2d,2
4177,richness1d,3
4177,richness2d,2
4179,richness1d,3
4179,richness2d,2
4180,richness1d,3
4180,richness2d,2
4181,richness1d,3
4181,richness2d,2
4182,richness1d,3
4182,richness2d,2
4183,richness1d,3
4183,richness2d,2
4184,richness1d,3
4184,richness2d,2
4185,richness1d,3
4185,richness2d,1
4186,richness1d,3
4186,richness2d,2
4187,richness1d,3
4187,richness2d,1
4189,richness1d,3
4189,richness2d,1
4190,richness1d,3
4190,richness2d,2
4191,richness1d,3
4191,richness2d,2
4192,richness1d,3
4192,richness2d,2
4193,richness1d,3
4193,richness2d,2
4194,richness1d,3
4194,richness2d,2
4195,richness1d,3
4195,richness2d,3
4196,richness1d,3
4196,richness2d,2
4197,richness1d,3
4197,richness2d,2
4198,richness1d,3
4198,richness2d,2
4199,richness1d,3
4199,richness2d,1
4200,richness1d,3
4200,richness2d,2
4201,richness1d,3
4201,richness2d,2
4202,richness1d,3
4202,richness2d,2
4203,richness1d,3
4203,richness2d,1
4204,richness1d,3
4204,richness2d,2
4205,richness1d,3
4205,richness2d,1
4206,richness1d,3
4206,richness2d,1
4207,richness1d,3
4207,richness2d,2
4210,richness1d,3
4210,richness2d,2
4211,richness1d,3
4211,richness2d,2
4212,richness1d,3
4212,richness2d,1
4213,richness1d,3
4213,richness2d,1
4214,richness1d,3
4214,richness2d,2
4215,richness1d,3
4215,richness2d,1
4216,richness1d,3
4216,richness2d,2
4217,richness1d,3
4217,richness2d,1
4218,richness1d,3
4218,richness2d,1
4219,richness1d,3
4219,richness2d,2
4220,richness1d,3
4220,richness2d,1
4221,richness1d,3
4221,richness2d,2
4222,richness1d,3
4222,richness2d,1
4224,richness1d,3
4224,richness2d,3
4225,richness1d,3
4225,richness2d,1
4226,richness1d,3
4226,richness2d,1
4227,richness1d,3
4227,richness2d,2
4229,richness1d,3
4229,richness2d,2
4230,richness1d,3
4230,richness2d,3
4231,richness1d,3
4231,richness2d,2
4232,richness1d,3
4232,richness2d,2
4234,richness1d,3
4234,richness2d,1
4235,richness1d,3
4235,richness2d,2
4236,richness1d,3
4236,richness2d,2
4237,richness1d,3
4237,richness2d,2
4238,richness1d,3
4238,richness2d,2
4240,richness1d,3
4240,richness2d,2
4241,richness1d,3
4241,richness2d,2
4242,richness1d,3
4242,richness2d,2
4244,richness1d,3
4244,richness2d,2
4245,richness1d,3
4245,richness2d,2
4247,richness1d,3
4247,richness2d,2
4248,richness1d,3
4248,richness2d,1
4249,richness1d,3
4249,richness2d,1
4250,richness1d,3
4250,richness2d,2
4251,richness1d,3
4251,richness2d,2
4252,richness1d,3
4252,richness2d,2
4253,richness1d,3
4253,richness2d,2
4254,richness1d,3
4254,richness2d,2
4255,richness1d,3
4255,richness2d,2
4256,richness1d,3
4256,richness2d,2
4258,richness1d,3
4258,richness2d,2
4259,richness1d,3
4259,richness2d,1
4260,richness1d,3
4260,richness2d,0
4261,richness1d,3
4261,richness2d,1
4262,richness1d,3
4262,richness2d,2
4263,richness1d,3
4263,richness2d,1
4264,richness1d,3
4264,richness2d,2
4265,richness1d,3
4265,richness2d,0
4266,richness1d,3
4266,richness2d,2
4267,richness1d,3
4267,richness2d,1
4268,richness1d,3
4268,richness2d,2
4269,richness1d,3
4269,richness2d,2
4270,richness1d,3
4270,richness2d,2
4271,richness1d,3
4271,richness2d,1
4272,richness1d,3
4272,richness2d,2
4273,richness1d,3
4273,richness2d,1
4274,richness1d,3
4274,richness2d,1
4275,richness1d,3
4275,richness2d,2
4276,richness1d,3
4276,richness2d,1
4277,richness1d,3
4277,richness2d,1
4278,richness1d,3
4278,richness2d,1
4279,richness1d,3
4279,richness2d,2
4280,richness1d,3
4280,richness2d,2
4281,richness1d,3
4281,richness2d,3
4282,richness1d,3
4282,richness2d,1
4283,richness1d,3
4283,richness2d,1
4285,richness1d,3
4285,richness2d,1
4286,richness1d,3
4286,richness2d,2
4287,richness1d,3
4287,richness2d,2
4288,richness1d,3
4288,richness2d,2
4289,richness1d,3
4289,richness2d,2
4290,richness1d,3
4290,richness2d,2
4291,richness1d,3
4291,richness2d,2
4292,richness1d,3
4292,richness2d,2
4293,richness1d,3
4293,richness2d,2
4294,richness1d,3
4294,richness2d,1
4295,richness1d,3
4295,richness2d,2
4296,richness1d,3
4296,richness2d,2
4297,richness1d,3
4297,richness2d,2
4298,richness1d,3
4298,richness2d,2
4300,richness1d,3
4300,richness2d,2
4301,richness1d,3
4301,richness2d,3
4302,richness1d,3
4302,richness2d,2
4303,richness1d,3
4303,richness2d,1
4305,richness1d,3
4305,richness2d,2
4306,richness1d,3
4306,richness2d,2
4307,richness1d,3
4307,richness2d,2
4308,richness1d,3
4308,richness2d,2
4309,richness1d,3
4309,richness2d,1
4310,richness1d,3
4310,richness2d,2
4311,richness1d,3
4311,richness2d,2
4312,richness1d,3
4312,richness2d,1
4313,richness1d,3
4313,richness2d,2
4314,richness1d,3
4314,richness2d,1
4315,richness1d,3
4315,richness2d,2
4316,richness1d,3
4316,richness2d,1
4317,richness1d,3
4317,richness2d,2
4318,richness1d,3
4318,richness2d,2
4319,richness1d,3
4319,richness2d,2
4320,richness1d,3
4320,richness2d,2
4321,richness1d,3
4321,richness2d,1
4322,richness1d,3
4322,richness2d,1
4323,richness1d,3
4323,richness2d,2
4324,richness1d,3
4324,richness2d,1
4325,richness1d,3
4325,richness2d,2
4326,richness1d,3
4326,richness2d,3
4327,richness1d,3
4327,richness2d,2
4328,richness1d,3
4328,richness2d,1
4330,richness1d,3
4330,richness2d,2
4331,richness1d,3
4331,richness2d,1
4333,richness1d,3
4333,richness2d,1
4334,richness1d,3
4334,richness2d,1
4335,richness1d,3
4335,richness2d,2
4336,richness1d,3
4336,richness2d,2
4337,richness1d,3
4337,richness2d,2
4338,richness1d,3
4338,richness2d,1
4339,richness1d,3
4339,richness2d,2
4340,richness1d,3
