"","depth","richness","x_exact","y_exact","y_exact_abs","ocean"
"8922",2023,0,-14.5,61.5,61.5,"atlantic"
"8923",2019,0,33.5,43.5,43.5,"atlantic"
"8924",2017,0,38.5,41.5,41.5,"atlantic"
"8925",2005,0,-23.5,60.5,60.5,"atlantic"
"8926",2001,0,35.5,42.5,42.5,"atlantic"
"8927",1998,0,36.5,43.5,43.5,"atlantic"
"8928",1997,0,-53.5,-64.5,64.5,"atlantic"
"8929",1994,0,-5.5,63.5,63.5,"atlantic"
"8930",1979,0,-15.5,-71.5,71.5,"atlantic"
"8931",1978,0,1.5,-69.5,69.5,"atlantic"
"8932",1977,0,-29.5,62.5,62.5,"atlantic"
"8933",1975,0,24.5,33.5,33.5,"atlantic"
"8934",1975,0,33.5,33.5,33.5,"atlantic"
"8935",1972,0,-55.5,55.5,55.5,"atlantic"
"8936",1957,0,-51.5,-71.5,71.5,"atlantic"
"8937",1956,0,-69.5,-59.5,59.5,"atlantic"
"8938",1955,0,-7.5,67.5,67.5,"atlantic"
"8939",1941,0,-36.5,63.5,63.5,"atlantic"
"8940",1939,0,24.5,32.5,32.5,"atlantic"
"8941",1930,0,-27.5,59.5,59.5,"atlantic"
"8942",1929,0,-7.5,66.5,66.5,"atlantic"
"8943",1921,0,29.5,35.5,35.5,"atlantic"
"8944",1914,0,10.5,68.5,68.5,"atlantic"
"8945",1901,0,-59.5,59.5,59.5,"atlantic"
"8946",1899,0,0.5,63.5,63.5,"atlantic"
"8947",1896,0,1.5,67.5,67.5,"atlantic"
"8948",1895,0,-54.5,-66.5,66.5,"atlantic"
"8949",1885,0,-29.5,63.5,63.5,"atlantic"
"8950",1882,0,31.5,36.5,36.5,"atlantic"
"8951",1875,0,-28.5,59.5,59.5,"atlantic"
"8952",1860,0,-51.5,-63.5,63.5,"atlantic"
"8953",1859,0,-69.5,-56.5,56.5,"atlantic"
"8954",1858,0,7.5,-69.5,69.5,"atlantic"
"8955",1857,0,34.5,33.5,33.5,"atlantic"
"8956",1855,0,-7.5,68.5,68.5,"atlantic"
"8957",1853,0,-40.5,61.5,61.5,"atlantic"
"8958",1848,0,-17.5,62.5,62.5,"atlantic"
"8959",1847,0,29.5,42.5,42.5,"atlantic"
"8960",1847,0,31.5,43.5,43.5,"atlantic"
"8961",1846,0,-11.5,-70.5,70.5,"atlantic"
"8962",1843,0,-95.5,19.5,19.5,"atlantic"
"8963",1841,0,-5.5,-69.5,69.5,"atlantic"
"8964",1835,0,-22.5,61.5,61.5,"atlantic"
"8965",1831,0,-10.5,58.5,58.5,"atlantic"
"8966",1830,0,-86.5,16.5,16.5,"atlantic"
"8967",1830,0,-20.5,57.5,57.5,"atlantic"
"8968",1822,0,-61.5,68.5,68.5,"atlantic"
"8969",1819,0,28.5,31.5,31.5,"atlantic"
"8970",1814,0,-57.5,56.5,56.5,"atlantic"
"8971",1814,0,-26.5,60.5,60.5,"atlantic"
"8972",1802,0,-32.5,58.5,58.5,"atlantic"
"8973",1789,0,23.5,33.5,33.5,"atlantic"
"8974",1787,0,-23.5,61.5,61.5,"atlantic"
"8975",1785,0,28.5,36.5,36.5,"atlantic"
"8976",1776,0,18.5,-69.5,69.5,"atlantic"
"8977",1769,0,-12.5,68.5,68.5,"atlantic"
"8978",1768,0,-8.5,68.5,68.5,"atlantic"
"8979",1763,0,-14.5,60.5,60.5,"atlantic"
"8980",1762,0,-33.5,64.5,64.5,"atlantic"
"8981",1760,0,-42.5,59.5,59.5,"atlantic"
"8982",1758,0,39.5,42.5,42.5,"atlantic"
"8983",1755,0,-13.5,68.5,68.5,"atlantic"
"8984",1754,0,-12.5,57.5,57.5,"atlantic"
"8985",1753,0,-21.5,56.5,56.5,"atlantic"
"8986",1752,0,-55.5,-70.5,70.5,"atlantic"
"8987",1746,0,-19.5,58.5,58.5,"atlantic"
"8988",1746,0,-17.5,59.5,59.5,"atlantic"
"8989",1746,0,-29.5,64.5,64.5,"atlantic"
"8990",1739,0,-53.5,-65.5,65.5,"atlantic"
"8991",1737,0,-11.5,58.5,58.5,"atlantic"
"8992",1737,0,-29.5,61.5,61.5,"atlantic"
"8993",1729,0,-21.5,61.5,61.5,"atlantic"
"8994",1726,0,35.5,34.5,34.5,"atlantic"
"8995",1726,0,-28.5,62.5,62.5,"atlantic"
"8996",1725,0,22.5,33.5,33.5,"atlantic"
"8997",1725,0,-12.5,67.5,67.5,"atlantic"
"8998",1719,0,32.5,35.5,35.5,"atlantic"
"8999",1716,0,-0.5,-69.5,69.5,"atlantic"
"9000",1703,0,-52.5,-71.5,71.5,"atlantic"
"9001",1702,0,-24.5,61.5,61.5,"atlantic"
"9002",1699,0,-10.5,67.5,67.5,"atlantic"
"9003",1694,0,8.5,-69.5,69.5,"atlantic"
"9004",1680,0,-57.5,63.5,63.5,"atlantic"
"9005",1679,0,20.5,-69.5,69.5,"atlantic"
"9006",1676,0,-13.5,67.5,67.5,"atlantic"
"9007",1671,0,-44.5,58.5,58.5,"atlantic"
"9008",1661,0,-9.5,67.5,67.5,"atlantic"
"9009",1660,0,7.5,67.5,67.5,"atlantic"
"9010",1658,0,-58.5,-62.5,62.5,"atlantic"
"9011",1650,0,-1.5,62.5,62.5,"atlantic"
"9012",1648,0,-13.5,61.5,61.5,"atlantic"
"9013",1643,0,6.5,-69.5,69.5,"atlantic"
"9014",1635,0,2.5,66.5,66.5,"atlantic"
"9015",1631,0,-48.5,-60.5,60.5,"atlantic"
"9016",1619,0,-14.5,62.5,62.5,"atlantic"
"9017",1618,0,-60.5,60.5,60.5,"atlantic"
"9018",1617,0,-8.5,67.5,67.5,"atlantic"
"9019",1609,0,-54.5,-61.5,61.5,"atlantic"
"9020",1606,0,37.5,41.5,41.5,"atlantic"
"9021",1596,0,-12.5,58.5,58.5,"atlantic"
"9022",1594,0,-25.5,61.5,61.5,"atlantic"
"9023",1590,0,-59.5,-53.5,53.5,"atlantic"
"9024",1588,0,-19.5,62.5,62.5,"atlantic"
"9025",1573,0,-11.5,59.5,59.5,"atlantic"
"9026",1572,0,-57.5,-62.5,62.5,"atlantic"
"9027",1567,0,-11.5,67.5,67.5,"atlantic"
"9028",1558,0,-9.5,59.5,59.5,"atlantic"
"9029",1555,0,34.5,44.5,44.5,"atlantic"
"9030",1555,0,-49.5,50.5,50.5,"atlantic"
"9031",1553,0,-55.5,-69.5,69.5,"atlantic"
"9032",1550,0,39.5,43.5,43.5,"atlantic"
"9033",1542,0,-28.5,63.5,63.5,"atlantic"
"9034",1538,0,-6.5,63.5,63.5,"atlantic"
"9035",1534,0,35.5,44.5,44.5,"atlantic"
"9036",1534,0,-29.5,60.5,60.5,"atlantic"
"9037",1533,0,-34.5,64.5,64.5,"atlantic"
"9038",1531,0,-7.5,65.5,65.5,"atlantic"
"9039",1530,0,11.5,-68.5,68.5,"atlantic"
"9040",1515,0,-19.5,55.5,55.5,"atlantic"
"9041",1513,0,-10.5,59.5,59.5,"atlantic"
"9042",1508,0,-7.5,64.5,64.5,"atlantic"
"9043",1500,0,-15.5,59.5,59.5,"atlantic"
"9044",1493,0,-28.5,61.5,61.5,"atlantic"
"9045",1483,0,-8.5,66.5,66.5,"atlantic"
"9046",1477,0,-27.5,63.5,63.5,"atlantic"
"9047",1476,0,1.5,63.5,63.5,"atlantic"
"9048",1475,0,-53.5,-71.5,71.5,"atlantic"
"9049",1473,0,4.5,64.5,64.5,"atlantic"
"9050",1473,0,2.5,67.5,67.5,"atlantic"
"9051",1469,0,-27.5,60.5,60.5,"atlantic"
"9052",1465,0,-59.5,62.5,62.5,"atlantic"
"9053",1464,0,-56.5,63.5,63.5,"atlantic"
"9054",1458,0,-59.5,58.5,58.5,"atlantic"
"9055",1455,0,-9.5,66.5,66.5,"atlantic"
"9056",1449,0,6.5,67.5,67.5,"atlantic"
"9057",1447,0,35.5,35.5,35.5,"atlantic"
"9058",1438,0,-23.5,68.5,68.5,"atlantic"
"9059",1424,0,-18.5,62.5,62.5,"atlantic"
"9060",1420,0,-12.5,59.5,59.5,"atlantic"
"9061",1420,0,-12.5,61.5,61.5,"atlantic"
"9062",1420,0,3.5,66.5,66.5,"atlantic"
"9063",1418,0,-10.5,66.5,66.5,"atlantic"
"9064",1414,0,-15.5,68.5,68.5,"atlantic"
"9065",1413,0,-10.5,-70.5,70.5,"atlantic"
"9066",1411,0,5.5,67.5,67.5,"atlantic"
"9067",1405,0,-55.5,-67.5,67.5,"atlantic"
"9068",1402,0,-26.5,62.5,62.5,"atlantic"
"9069",1395,0,-27.5,62.5,62.5,"atlantic"
"9070",1393,0,8.5,67.5,67.5,"atlantic"
"9071",1384,0,-14.5,68.5,68.5,"atlantic"
"9072",1383,0,34.5,34.5,34.5,"atlantic"
"9073",1383,0,-22.5,68.5,68.5,"atlantic"
"9074",1382,0,-8.5,64.5,64.5,"atlantic"
"9075",1377,0,-20.5,62.5,62.5,"atlantic"
"9076",1365,0,-26.5,61.5,61.5,"atlantic"
"9077",1363,0,-18.5,55.5,55.5,"atlantic"
"9078",1351,0,-8.5,59.5,59.5,"atlantic"
"9079",1350,0,3.5,65.5,65.5,"atlantic"
"9080",1346,0,-11.5,66.5,66.5,"atlantic"
"9081",1338,0,-11.5,57.5,57.5,"atlantic"
"9082",1335,0,-53.5,-62.5,62.5,"atlantic"
"9083",1335,0,-20.5,56.5,56.5,"atlantic"
"9084",1332,0,-24.5,62.5,62.5,"atlantic"
"9085",1323,0,-13.5,58.5,58.5,"atlantic"
"9086",1317,0,-14.5,63.5,63.5,"atlantic"
"9087",1315,0,-17.5,68.5,68.5,"atlantic"
"9088",1314,0,-15.5,55.5,55.5,"atlantic"
"9089",1314,0,-22.5,62.5,62.5,"atlantic"
"9090",1308,0,-21.5,62.5,62.5,"atlantic"
"9091",1307,0,-55.5,-68.5,68.5,"atlantic"
"9092",1307,0,-2.5,61.5,61.5,"atlantic"
"9093",1306,0,-17.5,57.5,57.5,"atlantic"
"9094",1292,0,-18.5,68.5,68.5,"atlantic"
"9095",1291,0,-23.5,62.5,62.5,"atlantic"
"9096",1286,0,-9.5,56.5,56.5,"atlantic"
"9097",1284,0,-10.5,56.5,56.5,"atlantic"
"9098",1279,0,3.5,67.5,67.5,"atlantic"
"9099",1277,0,-28.5,64.5,64.5,"atlantic"
"9100",1275,0,10.5,-69.5,69.5,"atlantic"
"9101",1275,0,-0.5,62.5,62.5,"atlantic"
"9102",1273,0,2.5,63.5,63.5,"atlantic"
"9103",1271,0,-3.5,61.5,61.5,"atlantic"
"9104",1268,0,-9.5,68.5,68.5,"atlantic"
"9105",1264,0,3.5,63.5,63.5,"atlantic"
"9106",1259,0,32.5,44.5,44.5,"atlantic"
"9107",1254,0,33.5,32.5,32.5,"atlantic"
"9108",1249,0,4.5,66.5,66.5,"atlantic"
"9109",1239,0,4.5,63.5,63.5,"atlantic"
"9110",1239,0,4.5,67.5,67.5,"atlantic"
"9111",1236,0,30.5,43.5,43.5,"atlantic"
"9112",1233,0,-13.5,59.5,59.5,"atlantic"
"9113",1231,0,-16.5,57.5,57.5,"atlantic"
"9114",1221,0,-11.5,60.5,60.5,"atlantic"
"9115",1205,0,-10.5,61.5,61.5,"atlantic"
"9116",1205,0,-19.5,68.5,68.5,"atlantic"
"9117",1194,0,-13.5,62.5,62.5,"atlantic"
"9118",1192,0,-13.5,60.5,60.5,"atlantic"
"9119",1178,0,32.5,32.5,32.5,"atlantic"
"9120",1174,0,-37.5,63.5,63.5,"atlantic"
"9121",1171,0,-16.5,59.5,59.5,"atlantic"
"9122",1159,0,-60.5,61.5,61.5,"atlantic"
"9123",1149,0,-15.5,58.5,58.5,"atlantic"
"9124",1090,0,-9.5,58.5,58.5,"atlantic"
"9125",1089,0,19.5,39.5,39.5,"atlantic"
"9126",1088,0,-58.5,63.5,63.5,"atlantic"
"9127",1087,0,-24.5,67.5,67.5,"atlantic"
"9128",1081,0,37.5,44.5,44.5,"atlantic"
"9129",1081,0,-28.5,60.5,60.5,"atlantic"
"9130",1080,0,17.5,41.5,41.5,"atlantic"
"9131",1077,0,-20.5,68.5,68.5,"atlantic"
"9132",1067,0,-21.5,68.5,68.5,"atlantic"
"9133",1065,0,-7.5,59.5,59.5,"atlantic"
"9134",1056,0,-28.5,65.5,65.5,"atlantic"
"9135",1050,0,-60.5,62.5,62.5,"atlantic"
"9136",1047,0,31.5,41.5,41.5,"atlantic"
"9137",1038,0,-25.5,67.5,67.5,"atlantic"
"9138",1035,0,-16.5,68.5,68.5,"atlantic"
"9139",1034,0,-12.5,62.5,62.5,"atlantic"
"9140",1025,0,14.5,-70.5,70.5,"atlantic"
"9141",1015,0,-49.5,-60.5,60.5,"atlantic"
"9142",1011,0,-7.5,63.5,63.5,"atlantic"
"9143",991,0,4.5,65.5,65.5,"atlantic"
"9144",990,0,-17.5,58.5,58.5,"atlantic"
"9145",987,0,-27.5,61.5,61.5,"atlantic"
"9146",982,0,-26.5,63.5,63.5,"atlantic"
"9147",979,0,-11.5,61.5,61.5,"atlantic"
"9148",978,0,-4.5,60.5,60.5,"atlantic"
"9149",975,0,-12.5,66.5,66.5,"atlantic"
"9150",973,0,-14.5,67.5,67.5,"atlantic"
"9151",967,0,-29.5,65.5,65.5,"atlantic"
"9152",963,0,-61.5,-63.5,63.5,"atlantic"
"9153",963,0,5.5,66.5,66.5,"atlantic"
"9154",960,0,-13.5,63.5,63.5,"atlantic"
"9155",953,0,-24.5,68.5,68.5,"atlantic"
"9156",951,0,-7.5,60.5,60.5,"atlantic"
"9157",946,0,-15.5,57.5,57.5,"atlantic"
"9158",944,0,-54.5,-71.5,71.5,"atlantic"
"9159",939,0,29.5,41.5,41.5,"atlantic"
"9160",938,0,-52.5,-60.5,60.5,"atlantic"
"9161",930,0,-2.5,62.5,62.5,"atlantic"
"9162",920,0,-17.5,67.5,67.5,"atlantic"
"9163",915,0,-8.5,65.5,65.5,"atlantic"
"9164",913,0,-14.5,59.5,59.5,"atlantic"
"9165",905,0,-17.5,55.5,55.5,"atlantic"
"9166",899,0,-18.5,57.5,57.5,"atlantic"
"9167",897,0,-9.5,61.5,61.5,"atlantic"
"9168",892,0,30.5,41.5,41.5,"atlantic"
"9169",889,0,31.5,44.5,44.5,"atlantic"
"9170",884,0,-59.5,63.5,63.5,"atlantic"
"9171",875,0,0.5,62.5,62.5,"atlantic"
"9172",865,0,-4.5,61.5,61.5,"atlantic"
"9173",864,0,-14.5,58.5,58.5,"atlantic"
"9174",863,0,-56.5,-70.5,70.5,"atlantic"
"9175",861,0,-50.5,50.5,50.5,"atlantic"
"9176",860,0,-59.5,-65.5,65.5,"atlantic"
"9177",849,0,-58.5,-61.5,61.5,"atlantic"
"9178",848,0,5.5,64.5,64.5,"atlantic"
"9179",832,0,-60.5,-53.5,53.5,"atlantic"
"9180",823,0,23.5,39.5,39.5,"atlantic"
"9181",822,0,-9.5,65.5,65.5,"atlantic"
"9182",803,0,-16.5,67.5,67.5,"atlantic"
"9183",794,0,-11.5,62.5,62.5,"atlantic"
"9184",791,0,-50.5,61.5,61.5,"atlantic"
"9185",790,0,36.5,44.5,44.5,"atlantic"
"9186",787,0,-47.5,-60.5,60.5,"atlantic"
"9187",783,0,34.5,32.5,32.5,"atlantic"
"9188",777,0,-56.5,-63.5,63.5,"atlantic"
"9189",776,0,-8.5,61.5,61.5,"atlantic"
"9190",774,0,-10.5,65.5,65.5,"atlantic"
"9191",762,0,-27.5,64.5,64.5,"atlantic"
"9192",760,0,-56.5,55.5,55.5,"atlantic"
"9193",753,0,-15.5,67.5,67.5,"atlantic"
"9194",751,0,-59.5,-63.5,63.5,"atlantic"
"9195",750,0,-58.5,-66.5,66.5,"atlantic"
"9196",747,0,18.5,41.5,41.5,"atlantic"
"9197",740,0,-58.5,64.5,64.5,"atlantic"
"9198",726,0,-58.5,-65.5,65.5,"atlantic"
"9199",720,0,-5.5,60.5,60.5,"atlantic"
"9200",719,0,5.5,63.5,63.5,"atlantic"
"9201",711,0,-57.5,-66.5,66.5,"atlantic"
"9202",706,0,29.5,43.5,43.5,"atlantic"
"9203",703,0,-56.5,-66.5,66.5,"atlantic"
"9204",691,0,-57.5,-68.5,68.5,"atlantic"
"9205",683,0,-61.5,-53.5,53.5,"atlantic"
"9206",679,0,-57.5,-65.5,65.5,"atlantic"
"9207",676,0,-58.5,-68.5,68.5,"atlantic"
"9208",674,0,-8.5,60.5,60.5,"atlantic"
"9209",669,0,-23.5,67.5,67.5,"atlantic"
"9210",659,0,-55.5,-66.5,66.5,"atlantic"
"9211",657,0,-27.5,65.5,65.5,"atlantic"
"9212",656,0,-53.5,-61.5,61.5,"atlantic"
"9213",652,0,-25.5,62.5,62.5,"atlantic"
"9214",651,0,-60.5,-63.5,63.5,"atlantic"
"9215",648,0,-54.5,-65.5,65.5,"atlantic"
"9216",645,0,6.5,66.5,66.5,"atlantic"
"9217",643,0,-58.5,-67.5,67.5,"atlantic"
"9218",638,0,-18.5,58.5,58.5,"atlantic"
"9219",638,0,-59.5,68.5,68.5,"atlantic"
"9220",632,0,-3.5,62.5,62.5,"atlantic"
"9221",632,0,-8.5,63.5,63.5,"atlantic"
"9222",631,0,-62.5,61.5,61.5,"atlantic"
"9223",628,0,-62.5,-62.5,62.5,"atlantic"
"9224",617,0,5.5,65.5,65.5,"atlantic"
"9225",616,0,-16.5,55.5,55.5,"atlantic"
"9226",615,0,-10.5,62.5,62.5,"atlantic"
"9227",609,0,1.5,62.5,62.5,"atlantic"
"9228",585,0,-63.5,61.5,61.5,"atlantic"
"9229",585,0,-9.5,62.5,62.5,"atlantic"
"9230",578,0,-21.5,67.5,67.5,"atlantic"
"9231",577,0,-58.5,-69.5,69.5,"atlantic"
"9232",577,0,-9.5,64.5,64.5,"atlantic"
"9233",576,0,13.5,-70.5,70.5,"atlantic"
"9234",576,0,-26.5,66.5,66.5,"atlantic"
"9235",574,0,-61.5,61.5,61.5,"atlantic"
"9236",566,0,-57.5,-67.5,67.5,"atlantic"
"9237",564,0,-65.5,-64.5,64.5,"atlantic"
"9238",561,0,-37.5,64.5,64.5,"atlantic"
"9239",559,0,-6.5,-71.5,71.5,"atlantic"
"9240",559,0,-52.5,-63.5,63.5,"atlantic"
"9241",558,0,-57.5,-70.5,70.5,"atlantic"
"9242",552,0,-60.5,-65.5,65.5,"atlantic"
"9243",551,0,-31.5,65.5,65.5,"atlantic"
"9244",549,0,8.5,-70.5,70.5,"atlantic"
"9245",541,0,-55.5,-63.5,63.5,"atlantic"
"9246",541,0,-63.5,-53.5,53.5,"atlantic"
"9247",540,0,28.5,42.5,42.5,"atlantic"
"9248",538,0,-61.5,-67.5,67.5,"atlantic"
"9249",537,0,-9.5,63.5,63.5,"atlantic"
"9250",535,0,-56.5,-65.5,65.5,"atlantic"
"9251",532,0,-1.5,61.5,61.5,"atlantic"
"9252",529,0,-59.5,-62.5,62.5,"atlantic"
"9253",527,0,-45.5,59.5,59.5,"atlantic"
"9254",526,0,-56.5,-68.5,68.5,"atlantic"
"9255",526,0,9.5,58.5,58.5,"atlantic"
"9256",525,0,-66.5,-64.5,64.5,"atlantic"
"9257",525,0,-58.5,-64.5,64.5,"atlantic"
"9258",525,0,-52.5,-61.5,61.5,"atlantic"
"9259",523,0,-8.5,-71.5,71.5,"atlantic"
"9260",519,0,7.5,-70.5,70.5,"atlantic"
"9261",518,0,11.5,68.5,68.5,"atlantic"
"9262",514,0,9.5,-70.5,70.5,"atlantic"
"9263",510,0,-62.5,-64.5,64.5,"atlantic"
"9264",506,0,12.5,-70.5,70.5,"atlantic"
"9265",506,0,-56.5,-61.5,61.5,"atlantic"
"9266",505,0,-62.5,-67.5,67.5,"atlantic"
"9267",492,0,-11.5,-71.5,71.5,"atlantic"
"9268",491,0,-67.5,-66.5,66.5,"atlantic"
"9269",490,0,-60.5,-47.5,47.5,"atlantic"
"9270",488,0,10.5,-70.5,70.5,"atlantic"
"9271",488,0,-63.5,67.5,67.5,"atlantic"
"9272",486,0,-22.5,67.5,67.5,"atlantic"
"9273",484,0,-10.5,-71.5,71.5,"atlantic"
"9274",484,0,-58.5,55.5,55.5,"atlantic"
"9275",482,0,-68.5,-66.5,66.5,"atlantic"
"9276",478,0,-59.5,-68.5,68.5,"atlantic"
"9277",478,0,-25.5,66.5,66.5,"atlantic"
"9278",477,0,-10.5,63.5,63.5,"atlantic"
"9279",474,0,-61.5,-68.5,68.5,"atlantic"
"9280",473,0,-57.5,-61.5,61.5,"atlantic"
"9281",471,0,-12.5,63.5,63.5,"atlantic"
"9282",469,0,-37.5,65.5,65.5,"atlantic"
"9283",467,0,-59.5,-69.5,69.5,"atlantic"
"9284",464,0,-4.5,-70.5,70.5,"atlantic"
"9285",464,0,-52.5,51.5,51.5,"atlantic"
"9286",462,0,-38.5,64.5,64.5,"atlantic"
"9287",462,0,-10.5,64.5,64.5,"atlantic"
"9288",459,0,-57.5,-71.5,71.5,"atlantic"
"9289",456,0,-59.5,47.5,47.5,"atlantic"
"9290",455,0,-56.5,-69.5,69.5,"atlantic"
"9291",455,0,-11.5,65.5,65.5,"atlantic"
"9292",454,0,-53.5,-63.5,63.5,"atlantic"
"9293",452,0,-61.5,62.5,62.5,"atlantic"
"9294",450,0,-4.5,62.5,62.5,"atlantic"
"9295",446,0,-68.5,-68.5,68.5,"atlantic"
"9296",446,0,-60.5,63.5,63.5,"atlantic"
"9297",445,0,-60.5,-66.5,66.5,"atlantic"
"9298",436,0,-55.5,-65.5,65.5,"atlantic"
"9299",435,0,-62.5,-53.5,53.5,"atlantic"
"9300",432,0,-58.5,46.5,46.5,"atlantic"
"9301",432,0,6.5,65.5,65.5,"atlantic"
"9302",431,0,11.5,-70.5,70.5,"atlantic"
"9303",430,0,-15.5,63.5,63.5,"atlantic"
"9304",430,0,-30.5,66.5,66.5,"atlantic"
"9305",428,0,-31.5,67.5,67.5,"atlantic"
"9306",424,0,-62.5,-54.5,54.5,"atlantic"
"9307",424,0,2.5,62.5,62.5,"atlantic"
"9308",423,0,-7.5,-71.5,71.5,"atlantic"
"9309",423,0,15.5,-70.5,70.5,"atlantic"
"9310",423,0,-9.5,60.5,60.5,"atlantic"
"9311",419,0,-96.5,20.5,20.5,"atlantic"
"9312",415,0,35.5,31.5,31.5,"atlantic"
"9313",415,0,-61.5,48.5,48.5,"atlantic"
"9314",415,0,-11.5,64.5,64.5,"atlantic"
"9315",415,0,-54.5,66.5,66.5,"atlantic"
"9316",413,0,-0.5,-71.5,71.5,"atlantic"
"9317",413,0,-56.5,66.5,66.5,"atlantic"
"9318",412,0,6.5,-70.5,70.5,"atlantic"
"9319",412,0,-9.5,57.5,57.5,"atlantic"
"9320",411,0,-8.5,62.5,62.5,"atlantic"
"9321",407,0,-38.5,63.5,63.5,"atlantic"
"9322",401,0,-30.5,65.5,65.5,"atlantic"
"9323",399,0,-35.5,64.5,64.5,"atlantic"
"9324",397,0,-60.5,48.5,48.5,"atlantic"
"9325",397,0,-55.5,68.5,68.5,"atlantic"
"9326",395,0,-32.5,65.5,65.5,"atlantic"
"9327",393,0,-27.5,66.5,66.5,"atlantic"
"9328",389,0,-62.5,60.5,60.5,"atlantic"
"9329",387,0,5.5,-70.5,70.5,"atlantic"
"9330",387,0,-64.5,-63.5,63.5,"atlantic"
"9331",386,0,-62.5,48.5,48.5,"atlantic"
"9332",384,0,-68.5,-65.5,65.5,"atlantic"
"9333",384,0,-51.5,52.5,52.5,"atlantic"
"9334",383,0,-51.5,62.5,62.5,"atlantic"
"9335",379,0,-59.5,-66.5,66.5,"atlantic"
"9336",379,0,-72.5,62.5,62.5,"atlantic"
"9337",376,0,-52.5,53.5,53.5,"atlantic"
"9338",376,0,-16.5,58.5,58.5,"atlantic"
"9339",376,0,-19.5,67.5,67.5,"atlantic"
"9340",375,0,-3.5,-71.5,71.5,"atlantic"
"9341",375,0,-52.5,49.5,49.5,"atlantic"
"9342",374,0,2.5,61.5,61.5,"atlantic"
"9343",374,0,-60.5,65.5,65.5,"atlantic"
"9344",374,0,7.5,66.5,66.5,"atlantic"
"9345",374,0,-56.5,68.5,68.5,"atlantic"
"9346",372,0,-53.5,50.5,50.5,"atlantic"
"9347",372,0,3.5,61.5,61.5,"atlantic"
"9348",371,0,-66.5,65.5,65.5,"atlantic"
"9349",367,0,-18.5,67.5,67.5,"atlantic"
"9350",366,0,16.5,-69.5,69.5,"atlantic"
"9351",366,0,-39.5,63.5,63.5,"atlantic"
"9352",364,0,-58.5,-71.5,71.5,"atlantic"
"9353",362,0,10.5,65.5,65.5,"atlantic"
"9354",362,0,-20.5,67.5,67.5,"atlantic"
"9355",358,0,-63.5,-67.5,67.5,"atlantic"
"9356",358,0,-54.5,-64.5,64.5,"atlantic"
"9357",357,0,-9.5,-70.5,70.5,"atlantic"
"9358",356,0,-60.5,64.5,64.5,"atlantic"
"9359",355,0,-56.5,-71.5,71.5,"atlantic"
"9360",355,0,-51.5,51.5,51.5,"atlantic"
"9361",354,0,4.5,-70.5,70.5,"atlantic"
"9362",353,0,6.5,64.5,64.5,"atlantic"
"9363",352,0,-61.5,60.5,60.5,"atlantic"
"9364",352,0,-3.5,60.5,60.5,"atlantic"
"9365",352,0,-57.5,68.5,68.5,"atlantic"
"9366",351,0,-67.5,-64.5,64.5,"atlantic"
"9367",351,0,-11.5,63.5,63.5,"atlantic"
"9368",351,0,-58.5,68.5,68.5,"atlantic"
"9369",350,0,-15.5,56.5,56.5,"atlantic"
"9370",349,0,-65.5,49.5,49.5,"atlantic"
"9371",349,0,-52.5,63.5,63.5,"atlantic"
"9372",346,0,8.5,65.5,65.5,"atlantic"
"9373",345,0,-61.5,-52.5,52.5,"atlantic"
"9374",345,0,-8.5,58.5,58.5,"atlantic"
"9375",344,0,1.5,-71.5,71.5,"atlantic"
"9376",344,0,-53.5,54.5,54.5,"atlantic"
"9377",341,0,-9.5,-71.5,71.5,"atlantic"
"9378",340,0,-12.5,60.5,60.5,"atlantic"
"9379",339,0,-59.5,64.5,64.5,"atlantic"
"9380",339,0,9.5,65.5,65.5,"atlantic"
"9381",337,0,36.5,41.5,41.5,"atlantic"
"9382",337,0,-36.5,64.5,64.5,"atlantic"
"9383",335,0,-67.5,-68.5,68.5,"atlantic"
"9384",335,0,-31.5,66.5,66.5,"atlantic"
"9385",334,0,0.5,-71.5,71.5,"atlantic"
"9386",334,0,-62.5,64.5,64.5,"atlantic"
"9387",333,0,-61.5,64.5,64.5,"atlantic"
"9388",331,0,-53.5,51.5,51.5,"atlantic"
"9389",328,0,-59.5,-67.5,67.5,"atlantic"
"9390",327,0,-5.5,-70.5,70.5,"atlantic"
"9391",327,0,-28.5,66.5,66.5,"atlantic"
"9392",325,0,7.5,65.5,65.5,"atlantic"
"9393",324,0,-60.5,-67.5,67.5,"atlantic"
"9394",324,0,-46.5,-61.5,61.5,"atlantic"
"9395",324,0,-30.5,67.5,67.5,"atlantic"
"9396",323,0,-59.5,-71.5,71.5,"atlantic"
"9397",323,0,-64.5,49.5,49.5,"atlantic"
"9398",322,0,-12.5,53.5,53.5,"atlantic"
"9399",321,0,-55.5,-71.5,71.5,"atlantic"
"9400",321,0,-2.5,-70.5,70.5,"atlantic"
"9401",319,0,-56.5,-62.5,62.5,"atlantic"
"9402",319,0,-63.5,64.5,64.5,"atlantic"
"9403",319,0,-64.5,68.5,68.5,"atlantic"
"9404",317,0,-25.5,63.5,63.5,"atlantic"
"9405",314,0,-1.5,-70.5,70.5,"atlantic"
"9406",314,0,-0.5,-70.5,70.5,"atlantic"
"9407",314,0,-63.5,60.5,60.5,"atlantic"
"9408",314,0,-29.5,66.5,66.5,"atlantic"
"9409",313,0,-12.5,-71.5,71.5,"atlantic"
"9410",313,0,-26.5,64.5,64.5,"atlantic"
