"","depth","richness","x_exact","y_exact","y_exact_abs","ocean"
"25408",3069.999891,0,119.5,1.5,1.5,"pacific"
"25409",3117.999943,0,119.5,21.5,21.5,"pacific"
"25410",3283.999932,0,119.5,6.5,6.5,"pacific"
"25411",3738.000016,0,119.5,19.5,19.5,"pacific"
"25412",3752.999996,0,119.5,3.5,3.5,"pacific"
"25413",3949.000397,0,119.5,18.5,18.5,"pacific"
"25414",4583.999968,0,119.5,2.5,2.5,"pacific"
"25415",5026.00001,0,119.5,13.5,13.5,"pacific"
"25416",4,0,120.5,10.5,10.5,"pacific"
"25417",5.999997,0,120.5,5.5,5.5,"pacific"
"25418",28.999996,0,120.5,26.5,26.5,"pacific"
"25419",34.99992,0,120.5,-4.5,4.5,"pacific"
"25420",51.000009,0,120.5,24.5,24.5,"pacific"
"25421",65.999996,0,120.5,25.5,25.5,"pacific"
"25422",93.999957,0,120.5,11.5,11.5,"pacific"
"25423",126.999853,0,120.5,0.5,0.5,"pacific"
"25424",276.000026,0,120.5,12.5,12.5,"pacific"
"25425",367.000045,0,120.5,18.5,18.5,"pacific"
"25426",543.999379,0,120.5,-3.5,3.5,"pacific"
"25427",1309.000199,0,120.5,-0.5,0.5,"pacific"
"25428",1454.000024,0,120.5,9.5,9.5,"pacific"
"25429",1767.999603,0,120.5,21.5,21.5,"pacific"
"25430",1913.000183,0,120.5,6.5,6.5,"pacific"
"25431",2284.000204,0,120.5,20.5,20.5,"pacific"
"25432",2681.999919,0,120.5,1.5,1.5,"pacific"
"25433",3120.999867,0,120.5,19.5,19.5,"pacific"
"25434",3291.000467,0,120.5,8.5,8.5,"pacific"
"25435",4159.99993,0,120.5,4.5,4.5,"pacific"
"25436",4182.999935,0,120.5,7.5,7.5,"pacific"
"25437",4992.999881,0,120.5,3.5,3.5,"pacific"
"25438",5148.999914,0,120.5,2.5,2.5,"pacific"
"25439",22.000014,0,121.5,6.5,6.5,"pacific"
"25440",77.000005,0,121.5,26.5,26.5,"pacific"
"25441",77.999785,0,121.5,15.5,15.5,"pacific"
"25442",116.999982,0,121.5,25.5,25.5,"pacific"
"25443",124.000372,0,121.5,19.5,19.5,"pacific"
"25444",136.999776,0,121.5,18.5,18.5,"pacific"
"25445",161.000122,0,121.5,-0.5,0.5,"pacific"
"25446",209.99981,0,121.5,12.5,12.5,"pacific"
"25447",418.999944,0,121.5,13.5,13.5,"pacific"
"25448",591.000202,0,121.5,11.5,11.5,"pacific"
"25449",916.000104,0,121.5,10.5,10.5,"pacific"
"25450",1860.999906,0,121.5,1.5,1.5,"pacific"
"25451",1997.00026,0,121.5,21.5,21.5,"pacific"
"25452",2200.000263,0,121.5,-5.5,5.5,"pacific"
"25453",2450.000106,0,121.5,22.5,22.5,"pacific"
"25454",3093.000463,0,121.5,20.5,20.5,"pacific"
"25455",3727.000027,0,121.5,5.5,5.5,"pacific"
"25456",4455.999779,0,121.5,8.5,8.5,"pacific"
"25457",4498.999631,0,121.5,9.5,9.5,"pacific"
"25458",4825.999949,0,121.5,4.5,4.5,"pacific"
"25459",4977.999751,0,121.5,3.5,3.5,"pacific"
"25460",5029.999998,0,121.5,7.5,7.5,"pacific"
"25461",5436.000007,0,121.5,2.5,2.5,"pacific"
"25462",4.000001,0,122.5,7.5,7.5,"pacific"
"25463",4.000004,0,122.5,14.5,14.5,"pacific"
"25464",8,0,122.5,-4.5,4.5,"pacific"
"25465",19.999971,0,122.5,0.5,0.5,"pacific"
"25466",54.999939,0,122.5,-3.5,3.5,"pacific"
"25467",99,0,122.5,26.5,26.5,"pacific"
"25468",197.001148,0,122.5,-0.5,0.5,"pacific"
"25469",385.000473,0,122.5,9.5,9.5,"pacific"
"25470",457.999931,0,122.5,25.5,25.5,"pacific"
"25471",612.999825,0,122.5,-1.5,1.5,"pacific"
"25472",643.00005,0,122.5,24.5,24.5,"pacific"
"25473",1427.999609,0,122.5,18.5,18.5,"pacific"
"25474",1996.999735,0,122.5,-6.5,6.5,"pacific"
"25475",2305.999264,0,122.5,17.5,17.5,"pacific"
"25476",2826.000675,0,122.5,-2.5,2.5,"pacific"
"25477",2977.999933,0,122.5,19.5,19.5,"pacific"
"25478",3104.999774,0,122.5,1.5,1.5,"pacific"
"25479",3434.999746,0,122.5,20.5,20.5,"pacific"
"25480",3683.00036,0,122.5,6.5,6.5,"pacific"
"25481",3813.999747,0,122.5,23.5,23.5,"pacific"
"25482",3860.999976,0,122.5,8.5,8.5,"pacific"
"25483",4214.999407,0,122.5,15.5,15.5,"pacific"
"25484",4608.999695,0,122.5,16.5,16.5,"pacific"
"25485",4619.999674,0,122.5,5.5,5.5,"pacific"
"25486",4687.000138,0,122.5,21.5,21.5,"pacific"
"25487",4975.000008,0,122.5,4.5,4.5,"pacific"
"25488",5002.999881,0,122.5,3.5,3.5,"pacific"
"25489",5082.999767,0,122.5,22.5,22.5,"pacific"
"25490",5423.000034,0,122.5,2.5,2.5,"pacific"
"25491",4,0,123.5,11.5,11.5,"pacific"
"25492",45.999792,0,123.5,12.5,12.5,"pacific"
"25493",54.999983,0,123.5,14.5,14.5,"pacific"
"25494",140.000089,0,123.5,10.5,10.5,"pacific"
"25495",143.000001,0,123.5,26.5,26.5,"pacific"
"25496",461.998937,0,123.5,-5.5,5.5,"pacific"
"25497",480.999517,0,123.5,7.5,7.5,"pacific"
"25498",767.999934,0,123.5,9.5,9.5,"pacific"
"25499",1138.000093,0,123.5,24.5,24.5,"pacific"
"25500",1272.999064,0,123.5,-0.5,0.5,"pacific"
"25501",1695.999968,0,123.5,25.5,25.5,"pacific"
"25502",2902.999737,0,123.5,1.5,1.5,"pacific"
"25503",3353.000107,0,123.5,-3.5,3.5,"pacific"
"25504",3456.999955,0,123.5,-7.5,7.5,"pacific"
"25505",3551.99961,0,123.5,15.5,15.5,"pacific"
"25506",3861.000132,0,123.5,16.5,16.5,"pacific"
"25507",3893.000003,0,123.5,-6.5,6.5,"pacific"
"25508",3935.999712,0,123.5,23.5,23.5,"pacific"
"25509",4421.00006,0,123.5,-2.5,2.5,"pacific"
"25510",4668.000151,0,123.5,6.5,6.5,"pacific"
"25511",4851.00003,0,123.5,5.5,5.5,"pacific"
"25512",4967.000004,0,123.5,4.5,4.5,"pacific"
"25513",5105.000021,0,123.5,2.5,2.5,"pacific"
"25514",5117.99984,0,123.5,3.5,3.5,"pacific"
"25515",5119.999652,0,123.5,18.5,18.5,"pacific"
"25516",5182.00009,0,123.5,19.5,19.5,"pacific"
"25517",5193.999808,0,123.5,17.5,17.5,"pacific"
"25518",5293.000004,0,123.5,21.5,21.5,"pacific"
"25519",5393.999906,0,123.5,22.5,22.5,"pacific"
"25520",5541.00001,0,123.5,20.5,20.5,"pacific"
"25521",6057.999726,0,123.5,-4.5,4.5,"pacific"
"25522",149.000005,0,124.5,26.5,26.5,"pacific"
"25523",198.999944,0,124.5,-1.5,1.5,"pacific"
"25524",429.999981,0,124.5,24.5,24.5,"pacific"
"25525",638.999915,0,124.5,10.5,10.5,"pacific"
"25526",806.99975,0,124.5,13.5,13.5,"pacific"
"25527",982.000139,0,124.5,-5.5,5.5,"pacific"
"25528",1167.000075,0,124.5,1.5,1.5,"pacific"
"25529",1441.999451,0,124.5,-0.5,0.5,"pacific"
"25530",1742.000033,0,124.5,14.5,14.5,"pacific"
"25531",1880.999827,0,124.5,9.5,9.5,"pacific"
"25532",2055.999986,0,124.5,25.5,25.5,"pacific"
"25533",2470.000189,0,124.5,16.5,16.5,"pacific"
"25534",3394.999868,0,124.5,17.5,17.5,"pacific"
"25535",3745.000161,0,124.5,15.5,15.5,"pacific"
"25536",3930.000051,0,124.5,23.5,23.5,"pacific"
"25537",3955.000011,0,124.5,-6.5,6.5,"pacific"
"25538",3981.000086,0,124.5,-7.5,7.5,"pacific"
"25539",4339.000202,0,124.5,2.5,2.5,"pacific"
"25540",4562.999952,0,124.5,3.5,3.5,"pacific"
"25541",4607.999971,0,124.5,-4.5,4.5,"pacific"
"25542",4730.000311,0,124.5,4.5,4.5,"pacific"
"25543",4995.000154,0,124.5,-3.5,3.5,"pacific"
"25544",5001.000163,0,124.5,19.5,19.5,"pacific"
"25545",5240.000113,0,124.5,18.5,18.5,"pacific"
"25546",5258.000421,0,124.5,5.5,5.5,"pacific"
"25547",5290.999895,0,124.5,-2.5,2.5,"pacific"
"25548",5464.000373,0,124.5,21.5,21.5,"pacific"
"25549",5537.000002,0,124.5,22.5,22.5,"pacific"
"25550",5757.000138,0,124.5,20.5,20.5,"pacific"
"25551",3.999995,0,125.5,10.5,10.5,"pacific"
"25552",1050.000058,0,125.5,24.5,24.5,"pacific"
"25553",1274.999064,0,125.5,26.5,26.5,"pacific"
"25554",1286.00053,0,125.5,4.5,4.5,"pacific"
"25555",1325.99959,0,125.5,2.5,2.5,"pacific"
"25556",1543.999956,0,125.5,25.5,25.5,"pacific"
"25557",2026.999894,0,125.5,0.5,0.5,"pacific"
"25558",2445.000212,0,125.5,-0.5,0.5,"pacific"
"25559",2497.99951,0,125.5,1.5,1.5,"pacific"
"25560",2877.000074,0,125.5,-5.5,5.5,"pacific"
"25561",3000.999862,0,125.5,-1.5,1.5,"pacific"
"25562",3194.999769,0,125.5,16.5,16.5,"pacific"
"25563",3686.999065,0,125.5,12.5,12.5,"pacific"
"25564",3698.000185,0,125.5,17.5,17.5,"pacific"
"25565",3820.000137,0,125.5,-4.5,4.5,"pacific"
"25566",4008.00002,0,125.5,-7.5,7.5,"pacific"
"25567",4215.000267,0,125.5,-6.5,6.5,"pacific"
"25568",4375.999856,0,125.5,-2.5,2.5,"pacific"
"25569",4760.999963,0,125.5,15.5,15.5,"pacific"
"25570",5047.000038,0,125.5,18.5,18.5,"pacific"
"25571",5066.999441,0,125.5,-3.5,3.5,"pacific"
"25572",5677.00012,0,125.5,23.5,23.5,"pacific"
"25573",5779.000001,0,125.5,19.5,19.5,"pacific"
"25574",5828.000122,0,125.5,20.5,20.5,"pacific"
"25575",5990.999696,0,125.5,22.5,22.5,"pacific"
"25576",6011.000037,0,125.5,21.5,21.5,"pacific"
"25577",6101.000833,0,125.5,14.5,14.5,"pacific"
"25578",6700.000499,0,125.5,13.5,13.5,"pacific"
"25579",378.999937,0,126.5,25.5,25.5,"pacific"
"25580",763.999403,0,126.5,8.5,8.5,"pacific"
"25581",974.00012,0,126.5,-7.5,7.5,"pacific"
"25582",1509.999716,0,126.5,1.5,1.5,"pacific"
"25583",1578.99989,0,126.5,6.5,6.5,"pacific"
"25584",1703.999901,0,126.5,2.5,2.5,"pacific"
"25585",1752.999859,0,126.5,26.5,26.5,"pacific"
"25586",1847.000014,0,126.5,24.5,24.5,"pacific"
"25587",1959.000745,0,126.5,-4.5,4.5,"pacific"
"25588",2135.000214,0,126.5,0.5,0.5,"pacific"
"25589",2292.999847,0,126.5,3.5,3.5,"pacific"
"25590",2456.001237,0,126.5,5.5,5.5,"pacific"
"25591",2801.000443,0,126.5,-1.5,1.5,"pacific"
"25592",2924.000123,0,126.5,-0.5,0.5,"pacific"
"25593",3498.000115,0,126.5,4.5,4.5,"pacific"
"25594",3738.000367,0,126.5,-6.5,6.5,"pacific"
"25595",4174.999634,0,126.5,-5.5,5.5,"pacific"
"25596",4408.999254,0,126.5,9.5,9.5,"pacific"
"25597",4481.999336,0,126.5,-2.5,2.5,"pacific"
"25598",4694.999887,0,126.5,16.5,16.5,"pacific"
"25599",4891.999799,0,126.5,17.5,17.5,"pacific"
"25600",4921.000069,0,126.5,13.5,13.5,"pacific"
"25601",5097.000065,0,126.5,14.5,14.5,"pacific"
"25602",5183.000029,0,126.5,19.5,19.5,"pacific"
"25603",5243.999999,0,126.5,18.5,18.5,"pacific"
"25604",5522.000124,0,126.5,21.5,21.5,"pacific"
"25605",5528.99948,0,126.5,12.5,12.5,"pacific"
"25606",5540.999799,0,126.5,15.5,15.5,"pacific"
"25607",5756.000086,0,126.5,20.5,20.5,"pacific"
"25608",5995.999942,0,126.5,22.5,22.5,"pacific"
"25609",6127.000496,0,126.5,23.5,23.5,"pacific"
"25610",6646.000281,0,126.5,11.5,11.5,"pacific"
"25611",7191.99894,0,126.5,10.5,10.5,"pacific"
"25612",5.000235,0,127.5,-5.5,5.5,"pacific"
"25613",32.999914,0,127.5,0.5,0.5,"pacific"
"25614",58.00024,0,127.5,1.5,1.5,"pacific"
"25615",61.99982,0,127.5,-7.5,7.5,"pacific"
"25616",542.00025,0,127.5,26.5,26.5,"pacific"
"25617",984.9994,0,127.5,-8.5,8.5,"pacific"
"25618",1097.999919,0,127.5,-9.5,9.5,"pacific"
"25619",1885.000242,0,127.5,4.5,4.5,"pacific"
"25620",2399.000001,0,127.5,25.5,25.5,"pacific"
"25621",2816.999916,0,127.5,2.5,2.5,"pacific"
"25622",3098.999579,0,127.5,3.5,3.5,"pacific"
"25623",3724.99971,0,127.5,-4.5,4.5,"pacific"
"25624",4238.000668,0,127.5,-2.5,2.5,"pacific"
"25625",4280.000248,0,127.5,-6.5,6.5,"pacific"
"25626",4350.999682,0,127.5,-3.5,3.5,"pacific"
"25627",4914.999962,0,127.5,13.5,13.5,"pacific"
"25628",5123.999708,0,127.5,21.5,21.5,"pacific"
"25629",5129.000161,0,127.5,15.5,15.5,"pacific"
"25630",5299.00031,0,127.5,19.5,19.5,"pacific"
"25631",5334.999902,0,127.5,12.5,12.5,"pacific"
"25632",5456.000125,0,127.5,17.5,17.5,"pacific"
"25633",5506.000047,0,127.5,14.5,14.5,"pacific"
"25634",5511.999804,0,127.5,16.5,16.5,"pacific"
"25635",5605.99936,0,127.5,18.5,18.5,"pacific"
"25636",5625.000118,0,127.5,20.5,20.5,"pacific"
"25637",5640.000218,0,127.5,11.5,11.5,"pacific"
"25638",5663.000159,0,127.5,23.5,23.5,"pacific"
"25639",5710.000264,0,127.5,22.5,22.5,"pacific"
"25640",6000.000146,0,127.5,10.5,10.5,"pacific"
"25641",6151.000244,0,127.5,8.5,8.5,"pacific"
"25642",6272.999978,0,127.5,9.5,9.5,"pacific"
"25643",6768.999458,0,127.5,24.5,24.5,"pacific"
"25644",7195.000773,0,127.5,7.5,7.5,"pacific"
"25645",7500.999304,0,127.5,5.5,5.5,"pacific"
"25646",7586.000985,0,127.5,6.5,6.5,"pacific"
"25647",39.000069,0,128.5,-9.5,9.5,"pacific"
"25648",58.999913,0,128.5,-3.5,3.5,"pacific"
"25649",100.000015,0,128.5,-10.5,10.5,"pacific"
"25650",140.999874,0,128.5,-0.5,0.5,"pacific"
"25651",964.000095,0,128.5,-1.5,1.5,"pacific"
"25652",1324.999848,0,128.5,26.5,26.5,"pacific"
"25653",1450.000195,0,128.5,-2.5,2.5,"pacific"
"25654",1837.999581,0,128.5,21.5,21.5,"pacific"
"25655",1900.000174,0,128.5,-8.5,8.5,"pacific"
"25656",2809.999607,0,128.5,3.5,3.5,"pacific"
"25657",3015.001217,0,128.5,-4.5,4.5,"pacific"
"25658",3259.999891,0,128.5,-7.5,7.5,"pacific"
"25659",3812.999943,0,128.5,22.5,22.5,"pacific"
"25660",4400.999597,0,128.5,17.5,17.5,"pacific"
"25661",4530.999711,0,128.5,-5.5,5.5,"pacific"
"25662",4818.00022,0,128.5,7.5,7.5,"pacific"
"25663",4886.000116,0,128.5,-6.5,6.5,"pacific"
"25664",5026.000021,0,128.5,5.5,5.5,"pacific"
"25665",5027.000115,0,128.5,6.5,6.5,"pacific"
"25666",5302.000041,0,128.5,18.5,18.5,"pacific"
"25667",5515.99997,0,128.5,20.5,20.5,"pacific"
"25668",5570.000045,0,128.5,10.5,10.5,"pacific"
"25669",5580.000195,0,128.5,19.5,19.5,"pacific"
"25670",5585.000233,0,128.5,23.5,23.5,"pacific"
"25671",5597.999891,0,128.5,13.5,13.5,"pacific"
"25672",5623.99938,0,128.5,16.5,16.5,"pacific"
"25673",5669.000188,0,128.5,11.5,11.5,"pacific"
"25674",5673.000259,0,128.5,24.5,24.5,"pacific"
"25675",5715.999887,0,128.5,25.5,25.5,"pacific"
"25676",5763.000204,0,128.5,8.5,8.5,"pacific"
"25677",5931.000119,0,128.5,9.5,9.5,"pacific"
"25678",5941.000006,0,128.5,14.5,14.5,"pacific"
"25679",5951.999927,0,128.5,12.5,12.5,"pacific"
"25680",6047.000108,0,128.5,15.5,15.5,"pacific"
"25681",6425.000851,0,128.5,4.5,4.5,"pacific"
"25682",46.999986,0,129.5,-11.5,11.5,"pacific"
"25683",56.999978,0,129.5,-10.5,10.5,"pacific"
"25684",410.999999,0,129.5,-9.5,9.5,"pacific"
"25685",844.00012,0,129.5,-1.5,1.5,"pacific"
"25686",845.999779,0,129.5,-8.5,8.5,"pacific"
"25687",985.000081,0,129.5,0.5,0.5,"pacific"
"25688",1707.000285,0,129.5,-0.5,0.5,"pacific"
"25689",2169.999546,0,129.5,-2.5,2.5,"pacific"
"25690",2226.000432,0,129.5,-3.5,3.5,"pacific"
"25691",2459.000035,0,129.5,-6.5,6.5,"pacific"
"25692",2751.000371,0,129.5,-4.5,4.5,"pacific"
"25693",2992.00064,0,129.5,2.5,2.5,"pacific"
"25694",3056.000405,0,129.5,-7.5,7.5,"pacific"
"25695",3993.000049,0,129.5,24.5,24.5,"pacific"
"25696",4093.999332,0,129.5,3.5,3.5,"pacific"
"25697",4650.000173,0,129.5,-5.5,5.5,"pacific"
"25698",4691.999165,0,129.5,26.5,26.5,"pacific"
"25699",4720.999976,0,129.5,1.5,1.5,"pacific"
"25700",4875.000468,0,129.5,25.5,25.5,"pacific"
"25701",4875.000515,0,129.5,23.5,23.5,"pacific"
"25702",5214.000002,0,129.5,5.5,5.5,"pacific"
"25703",5228.999873,0,129.5,16.5,16.5,"pacific"
"25704",5247.000057,0,129.5,4.5,4.5,"pacific"
"25705",5453.000051,0,129.5,15.5,15.5,"pacific"
"25706",5519.000019,0,129.5,6.5,6.5,"pacific"
"25707",5520.999964,0,129.5,21.5,21.5,"pacific"
"25708",5552.999899,0,129.5,17.5,17.5,"pacific"
"25709",5561.00001,0,129.5,12.5,12.5,"pacific"
"25710",5564.000136,0,129.5,19.5,19.5,"pacific"
"25711",5593.999957,0,129.5,11.5,11.5,"pacific"
"25712",5630.999967,0,129.5,7.5,7.5,"pacific"
"25713",5664.999608,0,129.5,22.5,22.5,"pacific"
"25714",5676.999588,0,129.5,8.5,8.5,"pacific"
"25715",5692.000092,0,129.5,10.5,10.5,"pacific"
"25716",5741.999966,0,129.5,14.5,14.5,"pacific"
"25717",5761.000113,0,129.5,18.5,18.5,"pacific"
"25718",5852.999926,0,129.5,9.5,9.5,"pacific"
"25719",5873.000096,0,129.5,20.5,20.5,"pacific"
"25720",5973.000005,0,129.5,13.5,13.5,"pacific"
"25721",1.999995,0,130.5,-12.5,12.5,"pacific"
"25722",9.000015,0,130.5,-1.5,1.5,"pacific"
"25723",80.000001,0,130.5,-10.5,10.5,"pacific"
"25724",312.000008,0,130.5,-9.5,9.5,"pacific"
"25725",684.000379,0,130.5,-8.5,8.5,"pacific"
"25726",824.000262,0,130.5,0.5,0.5,"pacific"
"25727",1536.000205,0,130.5,-2.5,2.5,"pacific"
"25728",2236.999397,0,130.5,-5.5,5.5,"pacific"
"25729",2456.000512,0,130.5,-7.5,7.5,"pacific"
"25730",3374.000288,0,130.5,26.5,26.5,"pacific"
"25731",3558.999528,0,130.5,1.5,1.5,"pacific"
"25732",3594.000187,0,130.5,3.5,3.5,"pacific"
"25733",3738.000278,0,130.5,23.5,23.5,"pacific"
"25734",4100.000005,0,130.5,25.5,25.5,"pacific"
"25735",4493.999744,0,130.5,2.5,2.5,"pacific"
"25736",4601.99994,0,130.5,24.5,24.5,"pacific"
"25737",4781.00013,0,130.5,4.5,4.5,"pacific"
"25738",5379.000141,0,130.5,15.5,15.5,"pacific"
"25739",5450.999844,0,130.5,7.5,7.5,"pacific"
"25740",5530.000005,0,130.5,17.5,17.5,"pacific"
"25741",5576.000095,0,130.5,19.5,19.5,"pacific"
"25742",5579.999969,0,130.5,6.5,6.5,"pacific"
"25743",5580.999956,0,130.5,5.5,5.5,"pacific"
"25744",5614.000519,0,130.5,16.5,16.5,"pacific"
"25745",5626.999558,0,130.5,-4.5,4.5,"pacific"
"25746",5640.999881,0,130.5,14.5,14.5,"pacific"
"25747",5749.999847,0,130.5,9.5,9.5,"pacific"
"25748",5771.999933,0,130.5,11.5,11.5,"pacific"
"25749",5797.99992,0,130.5,10.5,10.5,"pacific"
"25750",5797.999928,0,130.5,21.5,21.5,"pacific"
"25751",5802,0,130.5,12.5,12.5,"pacific"
"25752",5837.999834,0,130.5,22.5,22.5,"pacific"
"25753",5838.000082,0,130.5,18.5,18.5,"pacific"
"25754",5871.000094,0,130.5,13.5,13.5,"pacific"
"25755",5903.999834,0,130.5,8.5,8.5,"pacific"
"25756",5968.99986,0,130.5,20.5,20.5,"pacific"
"25757",6287.999917,0,130.5,-6.5,6.5,"pacific"
"25758",1.000001,0,131.5,-1.5,1.5,"pacific"
"25759",6.999997,0,131.5,-11.5,11.5,"pacific"
"25760",78.999995,0,131.5,-10.5,10.5,"pacific"
"25761",84.000008,0,131.5,-2.5,2.5,"pacific"
"25762",142.999954,0,131.5,-9.5,9.5,"pacific"
"25763",795.000029,0,131.5,-8.5,8.5,"pacific"
"25764",1185.99986,0,131.5,-3.5,3.5,"pacific"
"25765",1519.00107,0,131.5,-4.5,4.5,"pacific"
"25766",2105.999234,0,131.5,0.5,0.5,"pacific"
"25767",2190.9998,0,131.5,24.5,24.5,"pacific"
"25768",2417.999769,0,131.5,-0.5,0.5,"pacific"
"25769",2980.000175,0,131.5,1.5,1.5,"pacific"
"25770",3109.00095,0,131.5,2.5,2.5,"pacific"
"25771",3219.001324,0,131.5,-6.5,6.5,"pacific"
"25772",4015.999879,0,131.5,25.5,25.5,"pacific"
"25773",4205.999367,0,131.5,26.5,26.5,"pacific"
"25774",4239.999846,0,131.5,7.5,7.5,"pacific"
"25775",4601.999974,0,131.5,3.5,3.5,"pacific"
"25776",4717.000003,0,131.5,4.5,4.5,"pacific"
"25777",4953.999473,0,131.5,23.5,23.5,"pacific"
"25778",5219.000012,0,131.5,5.5,5.5,"pacific"
"25779",5248.999793,0,131.5,8.5,8.5,"pacific"
"25780",5301.999981,0,131.5,6.5,6.5,"pacific"
"25781",5456.000167,0,131.5,16.5,16.5,"pacific"
"25782",5526.000125,0,131.5,14.5,14.5,"pacific"
"25783",5669.999941,0,131.5,-5.5,5.5,"pacific"
"25784",5768.000826,0,131.5,13.5,13.5,"pacific"
"25785",5776.00003,0,131.5,17.5,17.5,"pacific"
"25786",5827.999849,0,131.5,12.5,12.5,"pacific"
"25787",5831.99984,0,131.5,22.5,22.5,"pacific"
"25788",5856.000049,0,131.5,10.5,10.5,"pacific"
"25789",5936.000413,0,131.5,11.5,11.5,"pacific"
"25790",5940.000118,0,131.5,20.5,20.5,"pacific"
"25791",5956.999995,0,131.5,18.5,18.5,"pacific"
"25792",5995.999814,0,131.5,15.5,15.5,"pacific"
"25793",6143.00009,0,131.5,21.5,21.5,"pacific"
"25794",6146.999965,0,131.5,19.5,19.5,"pacific"
"25795",6230.000185,0,131.5,9.5,9.5,"pacific"
"25796",16,0,132.5,-2.5,2.5,"pacific"
"25797",56,0,132.5,-10.5,10.5,"pacific"
"25798",187.999992,0,132.5,-8.5,8.5,"pacific"
"25799",215.000147,0,132.5,-5.5,5.5,"pacific"
"25800",223.999994,0,132.5,-9.5,9.5,"pacific"
"25801",710.000621,0,132.5,-3.5,3.5,"pacific"
"25802",771.000146,0,132.5,-7.5,7.5,"pacific"
"25803",836.000024,0,132.5,-4.5,4.5,"pacific"
"25804",1340.999678,0,132.5,-6.5,6.5,"pacific"
"25805",2752.000076,0,132.5,25.5,25.5,"pacific"
"25806",2839.999878,0,132.5,1.5,1.5,"pacific"
"25807",3357.999689,0,132.5,2.5,2.5,"pacific"
"25808",3470.999742,0,132.5,4.5,4.5,"pacific"
"25809",3680.000299,0,132.5,5.5,5.5,"pacific"
"25810",3683.999779,0,132.5,0.5,0.5,"pacific"
"25811",3801.00029,0,132.5,6.5,6.5,"pacific"
"25812",3811.000289,0,132.5,3.5,3.5,"pacific"
"25813",4422.000108,0,132.5,7.5,7.5,"pacific"
"25814",4573.000217,0,132.5,8.5,8.5,"pacific"
"25815",4624.999833,0,132.5,24.5,24.5,"pacific"
"25816",4750.999747,0,132.5,15.5,15.5,"pacific"
"25817",4996.999369,0,132.5,20.5,20.5,"pacific"
"25818",5047.999959,0,132.5,21.5,21.5,"pacific"
"25819",5264.000091,0,132.5,23.5,23.5,"pacific"
"25820",5368.999948,0,132.5,26.5,26.5,"pacific"
"25821",5598.999759,0,132.5,13.5,13.5,"pacific"
"25822",5681.999843,0,132.5,22.5,22.5,"pacific"
"25823",5734.999832,0,132.5,16.5,16.5,"pacific"
"25824",5800.999653,0,132.5,12.5,12.5,"pacific"
"25825",5801.99996,0,132.5,9.5,9.5,"pacific"
"25826",5829.999697,0,132.5,14.5,14.5,"pacific"
"25827",5831.00003,0,132.5,10.5,10.5,"pacific"
"25828",5898.000018,0,132.5,11.5,11.5,"pacific"
"25829",5944.000073,0,132.5,18.5,18.5,"pacific"
"25830",5968.999921,0,132.5,19.5,19.5,"pacific"
"25831",6047.000122,0,132.5,17.5,17.5,"pacific"
"25832",1.000001,0,133.5,-2.5,2.5,"pacific"
"25833",1.999992,0,133.5,-11.5,11.5,"pacific"
"25834",38.999992,0,133.5,-7.5,7.5,"pacific"
"25835",58,0,133.5,-10.5,10.5,"pacific"
"25836",113.000007,0,133.5,-9.5,9.5,"pacific"
"25837",121.999966,0,133.5,-8.5,8.5,"pacific"
"25838",138.999897,0,133.5,-6.5,6.5,"pacific"
"25839",2157.000029,0,133.5,-0.5,0.5,"pacific"
"25840",2413.000048,0,133.5,-4.5,4.5,"pacific"
"25841",2529.99894,0,133.5,-5.5,5.5,"pacific"
"25842",3264.000268,0,133.5,4.5,4.5,"pacific"
"25843",3462.000431,0,133.5,6.5,6.5,"pacific"
"25844",3493.000185,0,133.5,23.5,23.5,"pacific"
"25845",3604.999831,0,133.5,25.5,25.5,"pacific"
"25846",3656.001004,0,133.5,24.5,24.5,"pacific"
"25847",3745.999841,0,133.5,0.5,0.5,"pacific"
"25848",3821.999652,0,133.5,1.5,1.5,"pacific"
"25849",3881.999872,0,133.5,2.5,2.5,"pacific"
"25850",4026.999483,0,133.5,3.5,3.5,"pacific"
"25851",4086.000559,0,133.5,5.5,5.5,"pacific"
"25852",4558.00014,0,133.5,8.5,8.5,"pacific"
"25853",4839.000244,0,133.5,15.5,15.5,"pacific"
"25854",4928.000157,0,133.5,7.5,7.5,"pacific"
"25855",5185.999982,0,133.5,26.5,26.5,"pacific"
"25856",5222.000055,0,133.5,14.5,14.5,"pacific"
"25857",5392.000184,0,133.5,12.5,12.5,"pacific"
"25858",5473.999301,0,133.5,9.5,9.5,"pacific"
"25859",5476.000098,0,133.5,22.5,22.5,"pacific"
"25860",5574.999946,0,133.5,21.5,21.5,"pacific"
"25861",5668.00006,0,133.5,16.5,16.5,"pacific"
"25862",5699.999899,0,133.5,11.5,11.5,"pacific"
"25863",5777.999753,0,133.5,13.5,13.5,"pacific"
"25864",5840.000131,0,133.5,20.5,20.5,"pacific"
"25865",6001.999997,0,133.5,18.5,18.5,"pacific"
"25866",6015.999978,0,133.5,17.5,17.5,"pacific"
"25867",6026.000017,0,133.5,19.5,19.5,"pacific"
"25868",6235,0,133.5,10.5,10.5,"pacific"
"25869",21,0,134.5,-11.5,11.5,"pacific"
"25870",44.000009,0,134.5,-7.5,7.5,"pacific"
"25871",52.000003,0,134.5,-10.5,10.5,"pacific"
"25872",105.000004,0,134.5,-9.5,9.5,"pacific"
"25873",122.00002,0,134.5,-8.5,8.5,"pacific"
